[baseline].syntagma,[baseline].stemmed,[baseline].scope,[baseline].occur_syntagma_all,[baseline].occur_repl_uniq,[baseline].occur_repl_exhausted,[baseline].occur_redu_uniq,[baseline].occur_redu_exhausted,[baseline].occur_full_syn_repl,[baseline].occur_full_syn_redu,[document].doc_id,[document].redufree_len,[word].normalized_word,[word].rle_word,[word].stemmed,[word].pos,[word].polarity,[repl].id,[repl].index_in_corpus,[repl].index_in_redufree,[repl].repl_letter,[repl].repl_length,[repl].index_of_repl,[repl].in_redu,[redu].id,[redu].index_in_corpus,[redu].index_in_redufree,[redu].orig_words,[redu].redu_length,[context].contextL5,[context].context_infoL5,[context].contextL4,[context].context_infoL4,[context].contextL3,[context].context_infoL3,[context].contextL2,[context].context_infoL2,[context].contextL1,[context].context_infoL1
you || 😀 || 🌈 || 😀,you || 😀 || 🌈 || 😀,4,1,"[1, 2, 1, ""IGNOR""]","[2, 2, 1, ""IGNOR""]",,,1,,6666,"[3, 9]",😀,😀^5,😀,EMOIMG,"[""neutral"", 0.0]",59,"[1, 8]","[1, 4]",😀,5,0,,,,,,,.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]"
you || 😀 || 🌈 || 😀,you || 😀 || 🌈 || 😀,4,1,"[1, 2, 1, ""IGNOR""]","[2, 2, 1, ""IGNOR""]",,,1,,6666,"[3, 9]",🌈,🌈^7,🌈,EMOIMG,"[""neutral"", 0.0]",60,"[1, 9]","[1, 5]",🌈,7,0,,,,,,,but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]"
you || 😀 || 🌈 || 😀,you || 😀 || 🌈 || 😀,4,1,"[1, 2, 1, ""IGNOR""]","[2, 2, 1, ""IGNOR""]",,,1,,6666,"[3, 9]",😀,😀^5,😀,EMOIMG,"[""neutral"", 0.0]",61,"[1, 10]","[1, 6]",😀,5,0,,,,,,,you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]",🌈,"[""EMOIMG"", null, ""\ud83c\udf08""]"
but || you,but || you,2,4,"[10, 6]","[15, 8]","[2, 2]","[4, 4]",4,2,5555,"[8, 2, 11, 4]",but,b^6ut,but,FW,"[""neutral"", 0.0]",42,"[3, 4]","[3, 2]",b,6,0,"[3, 2]",10,"[3, 4]","[3, 2]","{""b^6ut"": 1, ""b^5ut^4"": 1, ""b^5u^5t"": 1}",3,😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t^4"": 1, ""b^5u^4t^4"": 1}, ""but""]",you,"[""NN"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
but || you,but || you,2,4,"[10, 6]","[15, 8]","[2, 2]","[4, 4]",4,2,5555,"[8, 2, 11, 4]",but,b^5ut^4,but,FW,"[""neutral"", 0.0]",43,"[3, 5]","[3, 2]",b,5,0,"[3, 2]",10,"[3, 4]","[3, 2]","{""b^6ut"": 1, ""b^5ut^4"": 1, ""b^5u^5t"": 1}",3,😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t^4"": 1, ""b^5u^4t^4"": 1}, ""but""]",you,"[""NN"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
but || you,but || you,2,4,"[10, 6]","[15, 8]","[2, 2]","[4, 4]",4,2,5555,"[8, 2, 11, 4]",but,b^5ut^4,but,FW,"[""neutral"", 0.0]",44,"[3, 5]","[3, 2]",t,4,2,"[3, 2]",10,"[3, 4]","[3, 2]","{""b^6ut"": 1, ""b^5ut^4"": 1, ""b^5u^5t"": 1}",3,😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t^4"": 1, ""b^5u^4t^4"": 1}, ""but""]",you,"[""NN"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
but || you,but || you,2,4,"[10, 6]","[15, 8]","[2, 2]","[4, 4]",4,2,5555,"[8, 2, 11, 4]",but,b^5u^5t,but,FW,"[""neutral"", 0.0]",45,"[3, 6]","[3, 2]",b,5,0,"[3, 2]",10,"[3, 4]","[3, 2]","{""b^6ut"": 1, ""b^5ut^4"": 1, ""b^5u^5t"": 1}",3,😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t^4"": 1, ""b^5u^4t^4"": 1}, ""but""]",you,"[""NN"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
but || you,but || you,2,4,"[10, 6]","[15, 8]","[2, 2]","[4, 4]",4,2,5555,"[8, 2, 11, 4]",but,b^5u^5t,but,FW,"[""neutral"", 0.0]",46,"[3, 6]","[3, 2]",u,5,1,"[3, 2]",10,"[3, 4]","[3, 2]","{""b^6ut"": 1, ""b^5ut^4"": 1, ""b^5u^5t"": 1}",3,😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t^4"": 1, ""b^5u^4t^4"": 1}, ""but""]",you,"[""NN"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
but || you,but || you,2,4,"[10, 6]","[15, 8]","[2, 2]","[4, 4]",4,2,5555,"[8, 2, 11, 4]",but,b^5u^4t^4,but,NNP,"[""neutral"", 0.0]",35,"[3, 0]","[3, 0]",b,5,0,"[3, 0]",8,"[3, 0]","[3, 0]","{""bu^5t^4"": 1, ""b^5u^4t^4"": 1}",2,?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]"
but || you,but || you,2,4,"[10, 6]","[15, 8]","[2, 2]","[4, 4]",4,2,5555,"[8, 2, 11, 4]",but,b^5u^4t^4,but,NNP,"[""neutral"", 0.0]",36,"[3, 0]","[3, 0]",u,4,1,"[3, 0]",8,"[3, 0]","[3, 0]","{""bu^5t^4"": 1, ""b^5u^4t^4"": 1}",2,?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]"
but || you,but || you,2,4,"[10, 6]","[15, 8]","[2, 2]","[4, 4]",4,2,5555,"[8, 2, 11, 4]",but,b^5u^4t^4,but,NNP,"[""neutral"", 0.0]",37,"[3, 0]","[3, 0]",t,4,2,"[3, 0]",8,"[3, 0]","[3, 0]","{""bu^5t^4"": 1, ""b^5u^4t^4"": 1}",2,?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]"
but || you,but || you,2,4,"[10, 6]","[15, 8]","[2, 2]","[4, 4]",4,2,5555,"[8, 2, 11, 4]",but,bu^5t^4,but,NNP,"[""neutral"", 0.0]",38,"[3, 1]","[3, 0]",u,5,1,"[3, 0]",8,"[3, 0]","[3, 0]","{""bu^5t^4"": 1, ""b^5u^4t^4"": 1}",2,?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]"
but || you,but || you,2,4,"[10, 6]","[15, 8]","[2, 2]","[4, 4]",4,2,5555,"[8, 2, 11, 4]",but,bu^5t^4,but,NNP,"[""neutral"", 0.0]",39,"[3, 1]","[3, 0]",t,4,2,"[3, 0]",8,"[3, 0]","[3, 0]","{""bu^5t^4"": 1, ""b^5u^4t^4"": 1}",2,?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]"
but || you,but || you,2,4,"[10, 6]","[15, 8]","[2, 2]","[4, 4]",4,2,6666,"[3, 9]",but,b^5ut,but,NNP,"[""neutral"", 0.0]",50,"[1, 0]","[1, 0]",b,5,0,"[1, 0]",12,"[1, 0]","[1, 0]","{""bu^5t"": 1, ""b^5ut"": 1}",2,,,,,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]"
but || you,but || you,2,4,"[10, 6]","[15, 8]","[2, 2]","[4, 4]",4,2,6666,"[3, 9]",but,bu^5t,but,NNP,"[""neutral"", 0.0]",51,"[1, 1]","[1, 0]",u,5,1,"[1, 0]",12,"[1, 0]","[1, 0]","{""bu^5t"": 1, ""b^5ut"": 1}",2,,,,,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]"
but || you,but || you,2,4,"[10, 6]","[15, 8]","[2, 2]","[4, 4]",4,2,6666,"[3, 9]",but,b^6ut,but,CC,"[""neutral"", 0.0]",54,"[1, 4]","[1, 2]",b,6,0,"[1, 2]",14,"[1, 4]","[1, 2]","{""b^6ut"": 1, ""b^5ut"": 2}",3,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
but || you,but || you,2,4,"[10, 6]","[15, 8]","[2, 2]","[4, 4]",4,2,6666,"[3, 9]",but,b^5ut,but,CC,"[""neutral"", 0.0]",55,"[1, 5]","[1, 2]",b,5,0,"[1, 2]",14,"[1, 4]","[1, 2]","{""b^6ut"": 1, ""b^5ut"": 2}",3,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
but || you,but || you,2,4,"[10, 6]","[15, 8]","[2, 2]","[4, 4]",4,2,6666,"[3, 9]",but,b^5ut,but,CC,"[""neutral"", 0.0]",56,"[1, 6]","[1, 2]",b,5,0,"[1, 2]",14,"[1, 4]","[1, 2]","{""b^6ut"": 1, ""b^5ut"": 2}",3,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
but || you,but || you,2,4,"[10, 6]","[15, 8]","[2, 2]","[4, 4]",4,2,5555,"[8, 2, 11, 4]",you,y^3o^2u^4,you,FW,"[""neutral"", 0.0]",47,"[3, 7]","[3, 3]",y,3,0,,,,,,,1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t^4"": 1, ""b^5u^4t^4"": 1}, ""but""]",you,"[""NN"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""FW"", {""b^6ut"": 1, ""b^5ut^4"": 1, ""b^5u^5t"": 1}, ""but""]"
but || you,but || you,2,4,"[10, 6]","[15, 8]","[2, 2]","[4, 4]",4,2,5555,"[8, 2, 11, 4]",you,y^3o^2u^4,you,FW,"[""neutral"", 0.0]",48,"[3, 7]","[3, 3]",u,4,2,,,,,,,1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t^4"": 1, ""b^5u^4t^4"": 1}, ""but""]",you,"[""NN"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""FW"", {""b^6ut"": 1, ""b^5ut^4"": 1, ""b^5u^5t"": 1}, ""but""]"
but || you,but || you,2,4,"[10, 6]","[15, 8]","[2, 2]","[4, 4]",4,2,5555,"[8, 2, 11, 4]",you,y^6ou,you,NN,"[""neutral"", 0.0]",40,"[3, 2]","[3, 1]",y,6,0,"[3, 1]",9,"[3, 2]","[3, 1]","{""yo^6u"": 1, ""y^6ou"": 1}",2,1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t^4"": 1, ""b^5u^4t^4"": 1}, ""but""]"
but || you,but || you,2,4,"[10, 6]","[15, 8]","[2, 2]","[4, 4]",4,2,5555,"[8, 2, 11, 4]",you,yo^6u,you,NN,"[""neutral"", 0.0]",41,"[3, 3]","[3, 1]",o,6,1,"[3, 1]",9,"[3, 2]","[3, 1]","{""yo^6u"": 1, ""y^6ou"": 1}",2,1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t^4"": 1, ""b^5u^4t^4"": 1}, ""but""]"
but || you,but || you,2,4,"[10, 6]","[15, 8]","[2, 2]","[4, 4]",4,2,6666,"[3, 9]",you,y^6ou,you,JJ,"[""neutral"", 0.0]",52,"[1, 2]","[1, 1]",y,6,0,"[1, 1]",13,"[1, 2]","[1, 1]","{""yo^6u"": 1, ""y^6ou"": 1}",2,,,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]"
but || you,but || you,2,4,"[10, 6]","[15, 8]","[2, 2]","[4, 4]",4,2,6666,"[3, 9]",you,yo^6u,you,JJ,"[""neutral"", 0.0]",53,"[1, 3]","[1, 1]",o,6,1,"[1, 1]",13,"[1, 2]","[1, 1]","{""yo^6u"": 1, ""y^6ou"": 1}",2,,,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]"
but || you,but || you,2,4,"[10, 6]","[15, 8]","[2, 2]","[4, 4]",4,2,6666,"[3, 9]",you,y^3o^2u^4,you,VBD,"[""neutral"", 0.0]",57,"[1, 7]","[1, 3]",y,3,0,,,,,,,surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]"
but || you,but || you,2,4,"[10, 6]","[15, 8]","[2, 2]","[4, 4]",4,2,6666,"[3, 9]",you,y^3o^2u^4,you,VBD,"[""neutral"", 0.0]",58,"[1, 7]","[1, 3]",u,4,2,,,,,,,surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]"
-),-),1,1,1,1,,,1,,2222,[5],-),-)^4,-),EMOASC,"[""neutral"", 0.0]",13,"[0, 4]","[0, 4]",),4,1,,,,,,,,,glad,"[""NN"", null, ""glad""]",to,"[""TO"", null, ""to""]",se,"[""VB"", null, ""se""]",you,"[""PRP"", null, ""you""]"
-( || 😫,-( || 😫,2,1,"[1, 1]","[1, 1]",,,1,,3333,[15],-(,-(^4,-(,EMOASC,"[""negative"", -0.7249999999999999]",21,"[0, 14]","[0, 10]",(,4,1,,,,,,,we,"[""PRP"", null, ""we""]",can,"[""MD"", null, ""can""]",not,"[""RB"", null, ""not""]",acept,"[""VB"", null, ""acept""]",.,"[""symbol"", null, "".""]"
-( || 😫,-( || 😫,2,1,"[1, 1]","[1, 1]",,,1,,3333,[15],😫,😫^12,😫,EMOIMG,"[""negative"", -0.7249999999999999]",22,"[0, 15]","[0, 11]",😫,12,0,,,,,,,can,"[""MD"", null, ""can""]",not,"[""RB"", null, ""not""]",acept,"[""VB"", null, ""acept""]",.,"[""symbol"", null, "".""]",-(,"[""EMOASC"", null, ""-(""]"
🌈 || 😀,🌈 || 😀,2,3,"[2, 2]","[2, 2]",,,2,,6666,"[3, 9]",🌈,🌈^7,🌈,EMOIMG,"[""neutral"", 0.0]",62,"[1, 11]","[1, 7]",🌈,7,0,,,,,,,but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]",🌈,"[""EMOIMG"", null, ""\ud83c\udf08""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]"
🌈 || 😀,🌈 || 😀,2,3,"[2, 2]","[2, 2]",,,2,,6666,"[3, 9]",🌈,🌈^7,🌈,EMOIMG,"[""neutral"", 0.0]",60,"[1, 9]","[1, 5]",🌈,7,0,,,,,,,but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]"
🌈 || 😀,🌈 || 😀,2,3,"[2, 2]","[2, 2]",,,2,,6666,"[3, 9]",😀,😀^5,😀,EMOIMG,"[""neutral"", 0.0]",63,"[1, 12]","[1, 8]",😀,5,0,,,,,,,you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]",🌈,"[""EMOIMG"", null, ""\ud83c\udf08""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]",🌈,"[""EMOIMG"", null, ""\ud83c\udf08""]"
🌈 || 😀,🌈 || 😀,2,3,"[2, 2]","[2, 2]",,,2,,6666,"[3, 9]",😀,😀^5,😀,EMOIMG,"[""neutral"", 0.0]",61,"[1, 10]","[1, 6]",😀,5,0,,,,,,,you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]",🌈,"[""EMOIMG"", null, ""\ud83c\udf08""]"
=),=),1,1,1,1,,,1,,7777,[19],=),=)^10,=),EMOASC,"[""positive"", 0.27]",70,"[0, 17]","[0, 15]",),10,1,,,,,,,i,"[""PRP"", null, ""i""]",realy,"[""RB"", {""realy"": 1, ""real^3y"": 1, ""re^5al^4y^3"": 1}, ""reali""]",liked,"[""VBD"", null, ""like""]",it,"[""PRP"", null, ""it""]",:p,"[""EMOASC"", null, "":p""]"
right,right,1,1,1,1,,,1,,5555,"[8, 2, 11, 4]",right,ri^6ght,right,UH,"[""neutral"", 0.0]",29,"[1, 0]","[1, 0]",i,6,1,,,,,,,but,"[""CC"", null, ""but""]",a,"[""DT"", null, ""a""]",big,"[""JJ"", {""big"": 3}, ""big""]",explanation,"[""NN"", null, ""explan""]",.,"[""symbol"", null, "".""]"
but || you || but || you || 😀 || 🌈,but || you || but || you || 😀 || 🌈,6,1,"[5, 3, ""IGNOR"", ""IGNOR"", 1, 1]","[5, 4, ""IGNOR"", ""IGNOR"", 1, 1]",,,1,,6666,"[3, 9]",but,b^5ut,but,NNP,"[""neutral"", 0.0]",50,"[1, 0]","[1, 0]",b,5,0,"[1, 0]",12,"[1, 0]","[1, 0]","{""bu^5t"": 1, ""b^5ut"": 1}",2,,,,,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]"
but || you || but || you || 😀 || 🌈,but || you || but || you || 😀 || 🌈,6,1,"[5, 3, ""IGNOR"", ""IGNOR"", 1, 1]","[5, 4, ""IGNOR"", ""IGNOR"", 1, 1]",,,1,,6666,"[3, 9]",but,bu^5t,but,NNP,"[""neutral"", 0.0]",51,"[1, 1]","[1, 0]",u,5,1,"[1, 0]",12,"[1, 0]","[1, 0]","{""bu^5t"": 1, ""b^5ut"": 1}",2,,,,,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]"
but || you || but || you || 😀 || 🌈,but || you || but || you || 😀 || 🌈,6,1,"[5, 3, ""IGNOR"", ""IGNOR"", 1, 1]","[5, 4, ""IGNOR"", ""IGNOR"", 1, 1]",,,1,,6666,"[3, 9]",you,y^6ou,you,JJ,"[""neutral"", 0.0]",52,"[1, 2]","[1, 1]",y,6,0,"[1, 1]",13,"[1, 2]","[1, 1]","{""yo^6u"": 1, ""y^6ou"": 1}",2,,,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]"
but || you || but || you || 😀 || 🌈,but || you || but || you || 😀 || 🌈,6,1,"[5, 3, ""IGNOR"", ""IGNOR"", 1, 1]","[5, 4, ""IGNOR"", ""IGNOR"", 1, 1]",,,1,,6666,"[3, 9]",you,yo^6u,you,JJ,"[""neutral"", 0.0]",53,"[1, 3]","[1, 1]",o,6,1,"[1, 1]",13,"[1, 2]","[1, 1]","{""yo^6u"": 1, ""y^6ou"": 1}",2,,,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]"
but || you || but || you || 😀 || 🌈,but || you || but || you || 😀 || 🌈,6,1,"[5, 3, ""IGNOR"", ""IGNOR"", 1, 1]","[5, 4, ""IGNOR"", ""IGNOR"", 1, 1]",,,1,,6666,"[3, 9]",but,b^6ut,but,CC,"[""neutral"", 0.0]",54,"[1, 4]","[1, 2]",b,6,0,"[1, 2]",14,"[1, 4]","[1, 2]","{""b^6ut"": 1, ""b^5ut"": 2}",3,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
but || you || but || you || 😀 || 🌈,but || you || but || you || 😀 || 🌈,6,1,"[5, 3, ""IGNOR"", ""IGNOR"", 1, 1]","[5, 4, ""IGNOR"", ""IGNOR"", 1, 1]",,,1,,6666,"[3, 9]",but,b^5ut,but,CC,"[""neutral"", 0.0]",55,"[1, 5]","[1, 2]",b,5,0,"[1, 2]",14,"[1, 4]","[1, 2]","{""b^6ut"": 1, ""b^5ut"": 2}",3,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
but || you || but || you || 😀 || 🌈,but || you || but || you || 😀 || 🌈,6,1,"[5, 3, ""IGNOR"", ""IGNOR"", 1, 1]","[5, 4, ""IGNOR"", ""IGNOR"", 1, 1]",,,1,,6666,"[3, 9]",but,b^5ut,but,CC,"[""neutral"", 0.0]",56,"[1, 6]","[1, 2]",b,5,0,"[1, 2]",14,"[1, 4]","[1, 2]","{""b^6ut"": 1, ""b^5ut"": 2}",3,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
but || you || but || you || 😀 || 🌈,but || you || but || you || 😀 || 🌈,6,1,"[5, 3, ""IGNOR"", ""IGNOR"", 1, 1]","[5, 4, ""IGNOR"", ""IGNOR"", 1, 1]",,,1,,6666,"[3, 9]",you,y^3o^2u^4,you,VBD,"[""neutral"", 0.0]",57,"[1, 7]","[1, 3]",y,3,0,,,,,,,surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]"
but || you || but || you || 😀 || 🌈,but || you || but || you || 😀 || 🌈,6,1,"[5, 3, ""IGNOR"", ""IGNOR"", 1, 1]","[5, 4, ""IGNOR"", ""IGNOR"", 1, 1]",,,1,,6666,"[3, 9]",you,y^3o^2u^4,you,VBD,"[""neutral"", 0.0]",58,"[1, 7]","[1, 3]",u,4,2,,,,,,,surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]"
but || you || but || you || 😀 || 🌈,but || you || but || you || 😀 || 🌈,6,1,"[5, 3, ""IGNOR"", ""IGNOR"", 1, 1]","[5, 4, ""IGNOR"", ""IGNOR"", 1, 1]",,,1,,6666,"[3, 9]",😀,😀^5,😀,EMOIMG,"[""neutral"", 0.0]",59,"[1, 8]","[1, 4]",😀,5,0,,,,,,,.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]"
