[baseline].syntagma,[baseline].stemmed,[baseline].scope,[baseline].occur_syntagma_all,[baseline].occur_repl_uniq,[baseline].occur_repl_exhausted,[baseline].occur_redu_uniq,[baseline].occur_redu_exhausted,[baseline].occur_full_syn_repl,[baseline].occur_full_syn_redu,[document].doc_id,[document].redufree_len,[word].normalized_word,[word].rle_word,[word].stemmed,[word].pos,[word].polarity,[repl].id,[repl].index_in_corpus,[repl].index_in_redufree,[repl].repl_letter,[repl].repl_length,[repl].index_of_repl,[repl].in_redu,[redu].id,[redu].index_in_corpus,[redu].index_in_redufree,[redu].orig_words,[redu].redu_length,[context].contextL5,[context].context_infoL5,[context].contextL4,[context].context_infoL4,[context].contextL3,[context].context_infoL3,[context].contextL2,[context].context_infoL2,[context].contextL1,[context].context_infoL1
was || also || very || pity || for || me,was || also || veri || piti || for || me,6,1,"[0, 0, 2, 2, 0, 0]","[0, 0, 4, 4, 0, 0]","[0, 0, 1, 1, 0, 0]","[0, 0, 3, 4, 0, 0]",,,1111,"[4, 14]",very,v^3er^8y,veri,JJ,"[""negative"", -0.1875]",4,"[1, 5]","[1, 4]",r,8,2,"[1, 4]",1,"[1, 4]","[1, 4]","{""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}",3,.,"[""symbol"", null, "".""]",but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]"
was || also || very || pity || for || me,was || also || veri || piti || for || me,6,1,"[0, 0, 2, 2, 0, 0]","[0, 0, 4, 4, 0, 0]","[0, 0, 1, 1, 0, 0]","[0, 0, 3, 4, 0, 0]",,,1111,"[4, 14]",pity,pi^9ty,piti,JJ,"[""negative"", -0.1875]",5,"[1, 7]","[1, 5]",i,9,1,"[1, 5]",2,"[1, 7]","[1, 5]","{""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}",4,but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]"
was || also || very || pity || for || me,was || also || veri || piti || for || me,6,1,"[0, 0, 2, 2, 0, 0]","[0, 0, 4, 4, 0, 0]","[0, 0, 1, 1, 0, 0]","[0, 0, 3, 4, 0, 0]",,,1111,"[4, 14]",pity,pi^3t^3y^3,piti,JJ,"[""negative"", -0.1875]",6,"[1, 10]","[1, 5]",i,3,1,"[1, 5]",2,"[1, 7]","[1, 5]","{""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}",4,but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]"
was || also || very || pity || for || me,was || also || veri || piti || for || me,6,1,"[0, 0, 2, 2, 0, 0]","[0, 0, 4, 4, 0, 0]","[0, 0, 1, 1, 0, 0]","[0, 0, 3, 4, 0, 0]",,,1111,"[4, 14]",pity,pi^3t^3y^3,piti,JJ,"[""negative"", -0.1875]",7,"[1, 10]","[1, 5]",t,3,2,"[1, 5]",2,"[1, 7]","[1, 5]","{""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}",4,but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]"
was || also || very || pity || for || me,was || also || veri || piti || for || me,6,1,"[0, 0, 2, 2, 0, 0]","[0, 0, 4, 4, 0, 0]","[0, 0, 1, 1, 0, 0]","[0, 0, 3, 4, 0, 0]",,,1111,"[4, 14]",pity,pi^3t^3y^3,piti,JJ,"[""negative"", -0.1875]",8,"[1, 10]","[1, 5]",y,3,3,"[1, 5]",2,"[1, 7]","[1, 5]","{""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}",4,but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]"
. || -( || 😫 || :-( || #shetlife,. || -( || 😫 || :-( || #shetlif,5,1,"[0, 1, 1, 1, 0]","[0, 1, 1, 1, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 2]",,,3333,[15],-(,-(^4,-(,EMOASC,"[""negative"", -0.7249999999999999]",21,"[0, 14]","[0, 10]",(,4,1,,,,,,,we,"[""PRP"", null, ""we""]",can,"[""MD"", null, ""can""]",not,"[""RB"", null, ""not""]",acept,"[""VB"", null, ""acept""]",.,"[""symbol"", null, "".""]"
. || -( || 😫 || :-( || #shetlife,. || -( || 😫 || :-( || #shetlif,5,1,"[0, 1, 1, 1, 0]","[0, 1, 1, 1, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 2]",,,3333,[15],😫,😫^12,😫,EMOIMG,"[""negative"", -0.7249999999999999]",22,"[0, 15]","[0, 11]",😫,12,0,,,,,,,can,"[""MD"", null, ""can""]",not,"[""RB"", null, ""not""]",acept,"[""VB"", null, ""acept""]",.,"[""symbol"", null, "".""]",-(,"[""EMOASC"", null, ""-(""]"
. || -( || 😫 || :-( || #shetlife,. || -( || 😫 || :-( || #shetlif,5,1,"[0, 1, 1, 1, 0]","[0, 1, 1, 1, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 2]",,,3333,[15],:-(,:-(^5,:-(,EMOASC,"[""negative"", -0.7249999999999999]",23,"[0, 16]","[0, 12]",(,5,2,,,,,,,not,"[""RB"", null, ""not""]",acept,"[""VB"", null, ""acept""]",.,"[""symbol"", null, "".""]",-(,"[""EMOASC"", null, ""-(""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]"
. || -( || 😫 || :-( || #shetlife,. || -( || 😫 || :-( || #shetlif,5,1,"[0, 1, 1, 1, 0]","[0, 1, 1, 1, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 2]",,,3333,[15],#shetlife,,#shetlif,hashtag,"[""negative"", -0.7249999999999999]",,,,,,,,4,"[0, 17]","[0, 13]","{""#shetlife"": 2}",2,acept,"[""VB"", null, ""acept""]",.,"[""symbol"", null, "".""]",-(,"[""EMOASC"", null, ""-(""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",:-(,"[""EMOASC"", null, "":-(""]"
1 || .,1 || .,2,1,"[1, 0]","[1, 0]",,,,,5555,"[8, 2, 11, 4]",1,1^8,1,number,"[""neutral"", 0.0]",34,"[2, 9]","[2, 9]",1,8,0,,,,,,,about,"[""IN"", null, ""about""]",it,"[""PRP"", null, ""it""]",?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]"
i || realy,i || reali,2,1,"[0, 2]","[0, 4]","[0, 1]","[0, 3]",,,7777,[19],realy,real^3y,reali,RB,"[""positive"", 0.27]",66,"[0, 12]","[0, 11]",l,3,3,"[0, 11]",15,"[0, 11]","[0, 11]","{""realy"": 1, ""real^3y"": 1, ""re^5al^4y^3"": 1}",3,me,"[""PRP"", null, ""me""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",",","[""symbol"", null, "",""]",but,"[""MD"", null, ""but""]",i,"[""PRP"", null, ""i""]"
i || realy,i || reali,2,1,"[0, 2]","[0, 4]","[0, 1]","[0, 3]",,,7777,[19],realy,re^5al^4y^3,reali,RB,"[""positive"", 0.27]",67,"[0, 13]","[0, 11]",e,5,1,"[0, 11]",15,"[0, 11]","[0, 11]","{""realy"": 1, ""real^3y"": 1, ""re^5al^4y^3"": 1}",3,me,"[""PRP"", null, ""me""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",",","[""symbol"", null, "",""]",but,"[""MD"", null, ""but""]",i,"[""PRP"", null, ""i""]"
i || realy,i || reali,2,1,"[0, 2]","[0, 4]","[0, 1]","[0, 3]",,,7777,[19],realy,re^5al^4y^3,reali,RB,"[""positive"", 0.27]",68,"[0, 13]","[0, 11]",l,4,3,"[0, 11]",15,"[0, 11]","[0, 11]","{""realy"": 1, ""real^3y"": 1, ""re^5al^4y^3"": 1}",3,me,"[""PRP"", null, ""me""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",",","[""symbol"", null, "",""]",but,"[""MD"", null, ""but""]",i,"[""PRP"", null, ""i""]"
i || realy,i || reali,2,1,"[0, 2]","[0, 4]","[0, 1]","[0, 3]",,,7777,[19],realy,re^5al^4y^3,reali,RB,"[""positive"", 0.27]",69,"[0, 13]","[0, 11]",y,3,4,"[0, 11]",15,"[0, 11]","[0, 11]","{""realy"": 1, ""real^3y"": 1, ""re^5al^4y^3"": 1}",3,me,"[""PRP"", null, ""me""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",",","[""symbol"", null, "",""]",but,"[""MD"", null, ""but""]",i,"[""PRP"", null, ""i""]"
can || use || for || explain || a || big,can || use || for || explain || a || big,6,1,"[0, 0, 0, 0, 0, 2]","[0, 0, 0, 0, 0, 2]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 2]",,,4444,[13],big,bi^3g,big,NN,"[""neutral"", 0.0]",26,"[0, 15]","[0, 10]",i,3,1,"[0, 10]",6,"[0, 15]","[0, 10]","{""bi^3g"": 1, ""bi^15g"": 1}",2,can,"[""MD"", null, ""can""]",use,"[""VB"", null, ""use""]",for,"[""IN"", null, ""for""]",explain,"[""VB"", null, ""explain""]",a,"[""DT"", null, ""a""]"
can || use || for || explain || a || big,can || use || for || explain || a || big,6,1,"[0, 0, 0, 0, 0, 2]","[0, 0, 0, 0, 0, 2]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 2]",,,4444,[13],big,bi^15g,big,NN,"[""neutral"", 0.0]",27,"[0, 16]","[0, 10]",i,15,1,"[0, 10]",6,"[0, 15]","[0, 10]","{""bi^3g"": 1, ""bi^15g"": 1}",2,can,"[""MD"", null, ""can""]",use,"[""VB"", null, ""use""]",for,"[""IN"", null, ""for""]",explain,"[""VB"", null, ""explain""]",a,"[""DT"", null, ""a""]"
very || pity,veri || piti,2,1,"[2, 2]","[4, 4]","[1, 1]","[3, 4]",,,1111,"[4, 14]",very,ver^4y^5,veri,JJ,"[""negative"", -0.1875]",1,"[1, 4]","[1, 4]",r,4,2,"[1, 4]",1,"[1, 4]","[1, 4]","{""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}",3,.,"[""symbol"", null, "".""]",but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]"
very || pity,veri || piti,2,1,"[2, 2]","[4, 4]","[1, 1]","[3, 4]",,,1111,"[4, 14]",very,ver^4y^5,veri,JJ,"[""negative"", -0.1875]",2,"[1, 4]","[1, 4]",y,5,3,"[1, 4]",1,"[1, 4]","[1, 4]","{""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}",3,.,"[""symbol"", null, "".""]",but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]"
very || pity,veri || piti,2,1,"[2, 2]","[4, 4]","[1, 1]","[3, 4]",,,1111,"[4, 14]",very,v^3er^8y,veri,JJ,"[""negative"", -0.1875]",3,"[1, 5]","[1, 4]",v,3,0,"[1, 4]",1,"[1, 4]","[1, 4]","{""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}",3,.,"[""symbol"", null, "".""]",but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]"
very || pity,veri || piti,2,1,"[2, 2]","[4, 4]","[1, 1]","[3, 4]",,,1111,"[4, 14]",very,v^3er^8y,veri,JJ,"[""negative"", -0.1875]",4,"[1, 5]","[1, 4]",r,8,2,"[1, 4]",1,"[1, 4]","[1, 4]","{""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}",3,.,"[""symbol"", null, "".""]",but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]"
very || pity,veri || piti,2,1,"[2, 2]","[4, 4]","[1, 1]","[3, 4]",,,1111,"[4, 14]",pity,pi^9ty,piti,JJ,"[""negative"", -0.1875]",5,"[1, 7]","[1, 5]",i,9,1,"[1, 5]",2,"[1, 7]","[1, 5]","{""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}",4,but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]"
very || pity,veri || piti,2,1,"[2, 2]","[4, 4]","[1, 1]","[3, 4]",,,1111,"[4, 14]",pity,pi^3t^3y^3,piti,JJ,"[""negative"", -0.1875]",6,"[1, 10]","[1, 5]",i,3,1,"[1, 5]",2,"[1, 7]","[1, 5]","{""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}",4,but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]"
very || pity,veri || piti,2,1,"[2, 2]","[4, 4]","[1, 1]","[3, 4]",,,1111,"[4, 14]",pity,pi^3t^3y^3,piti,JJ,"[""negative"", -0.1875]",7,"[1, 10]","[1, 5]",t,3,2,"[1, 5]",2,"[1, 7]","[1, 5]","{""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}",4,but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]"
very || pity,veri || piti,2,1,"[2, 2]","[4, 4]","[1, 1]","[3, 4]",,,1111,"[4, 14]",pity,pi^3t^3y^3,piti,JJ,"[""negative"", -0.1875]",8,"[1, 10]","[1, 5]",y,3,3,"[1, 5]",2,"[1, 7]","[1, 5]","{""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}",4,but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]"
liked || it || :p || =) || 😀 || 🌈,like || it || :p || =) || 😀 || 🌈,6,1,"[0, 0, 0, 1, 1, 1]","[0, 0, 0, 1, 1, 1]",,,,,7777,[19],=),=)^10,=),EMOASC,"[""positive"", 0.27]",70,"[0, 17]","[0, 15]",),10,1,,,,,,,i,"[""PRP"", null, ""i""]",realy,"[""RB"", {""realy"": 1, ""real^3y"": 1, ""re^5al^4y^3"": 1}, ""reali""]",liked,"[""VBD"", null, ""like""]",it,"[""PRP"", null, ""it""]",:p,"[""EMOASC"", null, "":p""]"
liked || it || :p || =) || 😀 || 🌈,like || it || :p || =) || 😀 || 🌈,6,1,"[0, 0, 0, 1, 1, 1]","[0, 0, 0, 1, 1, 1]",,,,,7777,[19],😀,😀^5,😀,EMOIMG,"[""positive"", 0.27]",71,"[0, 18]","[0, 16]",😀,5,0,,,,,,,realy,"[""RB"", {""realy"": 1, ""real^3y"": 1, ""re^5al^4y^3"": 1}, ""reali""]",liked,"[""VBD"", null, ""like""]",it,"[""PRP"", null, ""it""]",:p,"[""EMOASC"", null, "":p""]",=),"[""EMOASC"", null, ""=)""]"
liked || it || :p || =) || 😀 || 🌈,like || it || :p || =) || 😀 || 🌈,6,1,"[0, 0, 0, 1, 1, 1]","[0, 0, 0, 1, 1, 1]",,,,,7777,[19],🌈,🌈^7,🌈,EMOIMG,"[""positive"", 0.27]",72,"[0, 19]","[0, 17]",🌈,7,0,,,,,,,liked,"[""VBD"", null, ""like""]",it,"[""PRP"", null, ""it""]",:p,"[""EMOASC"", null, "":p""]",=),"[""EMOASC"", null, ""=)""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]"
do || you || think || about,do || you || think || about,4,1,"[0, 1, 0, 0]","[0, 1, 0, 0]",,,,,5555,"[8, 2, 11, 4]",you,you^6,you,PRP,"[""neutral"", 0.0]",30,"[2, 2]","[2, 2]",u,6,2,,,,,,,.,"[""symbol"", null, "".""]",right,"[""UH"", null, ""right""]",?,"[""symbol"", null, ""?""]",what,"[""WP"", null, ""what""]",do,"[""VBP"", null, ""do""]"
"bad || surprise || for || me || 😫 || ,","bad || surpris || for || me || 😫 || ,",6,1,"[0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 1, 0]",,,,,7777,[19],😫,😫^4,😫,EMOIMG,"[""positive"", 0.27]",64,"[0, 7]","[0, 7]",😫,4,0,,,,,,,realy,"[""RB"", null, ""reali""]",bad,"[""JJ"", null, ""bad""]",surprise,"[""NN"", null, ""surpris""]",for,"[""IN"", null, ""for""]",me,"[""PRP"", null, ""me""]"
:-( || @real_trump || #shetlife || #readytogo || http://www.absurd.com,:-( || @real_trump || #shetlif || #readytogo || http://www.absurd.com,5,1,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",,,,,1111,"[4, 14]",:-(,:-(^5,:-(,EMOASC,"[""negative"", -0.1875]",10,"[1, 14]","[1, 9]",(,5,2,,,,,,,very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]",pity,"[""JJ"", {""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}, ""piti""]",for,"[""IN"", null, ""for""]",me,"[""PRP"", null, ""me""]",.,"[""symbol"", null, "".""]"
me || .,me || .,2,1,"[0, 1]","[0, 1]",,,,,1111,"[4, 14]",.,.^6,.,symbol,"[""negative"", -0.1875]",9,"[1, 13]","[1, 8]",.,6,0,,,,,,,also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]",pity,"[""JJ"", {""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}, ""piti""]",for,"[""IN"", null, ""for""]",me,"[""PRP"", null, ""me""]"
"me || 😫 || , || but || i","me || 😫 || , || but || i",5,1,"[0, 1, 0, 1, 0]","[0, 1, 0, 1, 0]",,,,,7777,[19],😫,😫^4,😫,EMOIMG,"[""positive"", 0.27]",64,"[0, 7]","[0, 7]",😫,4,0,,,,,,,realy,"[""RB"", null, ""reali""]",bad,"[""JJ"", null, ""bad""]",surprise,"[""NN"", null, ""surpris""]",for,"[""IN"", null, ""for""]",me,"[""PRP"", null, ""me""]"
"me || 😫 || , || but || i","me || 😫 || , || but || i",5,1,"[0, 1, 0, 1, 0]","[0, 1, 0, 1, 0]",,,,,7777,[19],but,bu^10t,but,MD,"[""positive"", 0.27]",65,"[0, 9]","[0, 9]",u,10,1,,,,,,,surprise,"[""NN"", null, ""surpris""]",for,"[""IN"", null, ""for""]",me,"[""PRP"", null, ""me""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",",","[""symbol"", null, "",""]"
you || think || about || it || ?,you || think || about || it || ?,5,1,"[1, 0, 0, 0, 1]","[1, 0, 0, 0, 1]",,,,,5555,"[8, 2, 11, 4]",you,you^6,you,PRP,"[""neutral"", 0.0]",30,"[2, 2]","[2, 2]",u,6,2,,,,,,,.,"[""symbol"", null, "".""]",right,"[""UH"", null, ""right""]",?,"[""symbol"", null, ""?""]",what,"[""WP"", null, ""what""]",do,"[""VBP"", null, ""do""]"
you || think || about || it || ?,you || think || about || it || ?,5,1,"[1, 0, 0, 0, 1]","[1, 0, 0, 0, 1]",,,,,5555,"[8, 2, 11, 4]",?,?^4,?,symbol,"[""neutral"", 0.0]",31,"[2, 6]","[2, 6]",?,4,0,,,,,,,do,"[""VBP"", null, ""do""]",you,"[""PRP"", null, ""you""]",think,"[""VB"", null, ""think""]",about,"[""IN"", null, ""about""]",it,"[""PRP"", null, ""it""]"
right || ? || what || do || you,right || ? || what || do || you,5,1,"[1, 0, 0, 0, 1]","[1, 0, 0, 0, 1]",,,,,5555,"[8, 2, 11, 4]",right,ri^6ght,right,UH,"[""neutral"", 0.0]",29,"[1, 0]","[1, 0]",i,6,1,,,,,,,but,"[""CC"", null, ""but""]",a,"[""DT"", null, ""a""]",big,"[""JJ"", {""big"": 3}, ""big""]",explanation,"[""NN"", null, ""explan""]",.,"[""symbol"", null, "".""]"
right || ? || what || do || you,right || ? || what || do || you,5,1,"[1, 0, 0, 0, 1]","[1, 0, 0, 0, 1]",,,,,5555,"[8, 2, 11, 4]",you,you^6,you,PRP,"[""neutral"", 0.0]",30,"[2, 2]","[2, 2]",u,6,2,,,,,,,.,"[""symbol"", null, "".""]",right,"[""UH"", null, ""right""]",?,"[""symbol"", null, ""?""]",what,"[""WP"", null, ""what""]",do,"[""VBP"", null, ""do""]"
1,1,1,2,2,2,,,2,,5555,"[8, 2, 11, 4]",1,1^8,1,number,"[""neutral"", 0.0]",34,"[2, 9]","[2, 9]",1,8,0,,,,,,,about,"[""IN"", null, ""about""]",it,"[""PRP"", null, ""it""]",?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]"
1,1,1,2,2,2,,,2,,5555,"[8, 2, 11, 4]",1,1^6,1,number,"[""neutral"", 0.0]",32,"[2, 7]","[2, 7]",1,6,0,,,,,,,you,"[""PRP"", null, ""you""]",think,"[""VB"", null, ""think""]",about,"[""IN"", null, ""about""]",it,"[""PRP"", null, ""it""]",?,"[""symbol"", null, ""?""]"
pity || for || me || .,piti || for || me || .,4,1,"[2, 0, 0, 1]","[4, 0, 0, 1]","[1, 0, 0, 0]","[4, 0, 0, 0]",,,1111,"[4, 14]",pity,pi^9ty,piti,JJ,"[""negative"", -0.1875]",5,"[1, 7]","[1, 5]",i,9,1,"[1, 5]",2,"[1, 7]","[1, 5]","{""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}",4,but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]"
pity || for || me || .,piti || for || me || .,4,1,"[2, 0, 0, 1]","[4, 0, 0, 1]","[1, 0, 0, 0]","[4, 0, 0, 0]",,,1111,"[4, 14]",pity,pi^3t^3y^3,piti,JJ,"[""negative"", -0.1875]",6,"[1, 10]","[1, 5]",i,3,1,"[1, 5]",2,"[1, 7]","[1, 5]","{""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}",4,but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]"
pity || for || me || .,piti || for || me || .,4,1,"[2, 0, 0, 1]","[4, 0, 0, 1]","[1, 0, 0, 0]","[4, 0, 0, 0]",,,1111,"[4, 14]",pity,pi^3t^3y^3,piti,JJ,"[""negative"", -0.1875]",7,"[1, 10]","[1, 5]",t,3,2,"[1, 5]",2,"[1, 7]","[1, 5]","{""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}",4,but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]"
pity || for || me || .,piti || for || me || .,4,1,"[2, 0, 0, 1]","[4, 0, 0, 1]","[1, 0, 0, 0]","[4, 0, 0, 0]",,,1111,"[4, 14]",pity,pi^3t^3y^3,piti,JJ,"[""negative"", -0.1875]",8,"[1, 10]","[1, 5]",y,3,3,"[1, 5]",2,"[1, 7]","[1, 5]","{""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}",4,but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]"
pity || for || me || .,piti || for || me || .,4,1,"[2, 0, 0, 1]","[4, 0, 0, 1]","[1, 0, 0, 0]","[4, 0, 0, 0]",,,1111,"[4, 14]",.,.^6,.,symbol,"[""negative"", -0.1875]",9,"[1, 13]","[1, 8]",.,6,0,,,,,,,also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]",pity,"[""JJ"", {""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}, ""piti""]",for,"[""IN"", null, ""for""]",me,"[""PRP"", null, ""me""]"
explain || a || big || things || .,explain || a || big || thing || .,5,1,"[0, 0, 2, 0, 0]","[0, 0, 2, 0, 0]","[0, 0, 1, 0, 0]","[0, 0, 2, 0, 0]",,,4444,[13],big,bi^3g,big,NN,"[""neutral"", 0.0]",26,"[0, 15]","[0, 10]",i,3,1,"[0, 10]",6,"[0, 15]","[0, 10]","{""bi^3g"": 1, ""bi^15g"": 1}",2,can,"[""MD"", null, ""can""]",use,"[""VB"", null, ""use""]",for,"[""IN"", null, ""for""]",explain,"[""VB"", null, ""explain""]",a,"[""DT"", null, ""a""]"
explain || a || big || things || .,explain || a || big || thing || .,5,1,"[0, 0, 2, 0, 0]","[0, 0, 2, 0, 0]","[0, 0, 1, 0, 0]","[0, 0, 2, 0, 0]",,,4444,[13],big,bi^15g,big,NN,"[""neutral"", 0.0]",27,"[0, 16]","[0, 10]",i,15,1,"[0, 10]",6,"[0, 15]","[0, 10]","{""bi^3g"": 1, ""bi^15g"": 1}",2,can,"[""MD"", null, ""can""]",use,"[""VB"", null, ""use""]",for,"[""IN"", null, ""for""]",explain,"[""VB"", null, ""explain""]",a,"[""DT"", null, ""a""]"
what || do || you || think,what || do || you || think,4,1,"[0, 0, 1, 0]","[0, 0, 1, 0]",,,,,5555,"[8, 2, 11, 4]",you,you^6,you,PRP,"[""neutral"", 0.0]",30,"[2, 2]","[2, 2]",u,6,2,,,,,,,.,"[""symbol"", null, "".""]",right,"[""UH"", null, ""right""]",?,"[""symbol"", null, ""?""]",what,"[""WP"", null, ""what""]",do,"[""VBP"", null, ""do""]"
for || me || . || :-(,for || me || . || :-(,4,1,"[0, 0, 1, 1]","[0, 0, 1, 1]",,,,,1111,"[4, 14]",.,.^6,.,symbol,"[""negative"", -0.1875]",9,"[1, 13]","[1, 8]",.,6,0,,,,,,,also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]",pity,"[""JJ"", {""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}, ""piti""]",for,"[""IN"", null, ""for""]",me,"[""PRP"", null, ""me""]"
